timestamp,action_type,location_name,target_id,nearest_obs,status
"2025-12-20T03:49:54.895Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:49:55.223Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:53:38.581Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:53:38.682Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:53:55.869Z","일본파고","2025-12-21","","","TRUE"
"2025-12-20T03:53:56.770Z","일본파고","2025-12-21","","","TRUE"
"2025-12-20T03:53:57.554Z","일본파고","2025-12-21","","","TRUE"
"2025-12-20T03:54:39.531Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:54:39.598Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:54:53.766Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:54:53.922Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:55:58.116Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:55:58.130Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:55:58.271Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:55:58.574Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:56:02.688Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T03:56:03.117Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:09.697Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:10.320Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:27.640Z","일본파고","2025-12-20","","","TRUE"
"2025-12-20T04:02:28.102Z","일본파고","2025-12-20","","","TRUE"
